trial,score,test_score,time,max_depth,min_child_weight,subsample,eta,colsample_bylevel,colsample_bytree,gamma,lambda,alpha
0,0,0,1693596357.08889840,0,0,0,0,0,0,0,0,0
0,0.6444718054908666,0.6305656994679317,1693596357.2696984,6,1,1,0.3,1,1,1e-20,1,1e-20
1,0.6414706474717737,0.628881641555759,1693596357.4405289,6,112.4982267716455,0.9352138428624064,1.097071019172986e-05,0.6548679627526021,0.9788018696829455,0.0013525929600228667,1.5235062798814841e-05,0.0024660357840991143
2,0.6282599708515799,0.6169779831257889,1693596357.582555,3,304.97037446555635,0.6711273128073422,0.004948165823594901,0.5029368927755291,0.8365762390902627,1.2596289161699271e-06,21.162936497945456,5.526465902278503e-05
3,0.6433006983809149,0.6308139421736435,1693596357.751943,9,83.33108259436256,0.9352497276358751,3.5526783653395266e-05,0.6500459901968919,0.7374528829752343,0.05362498598213738,3.7663816841879152e-06,0.10268646353299093
4,0.6339941447889466,0.6203450850962524,1693596357.9477873,8,2.3232762363163427e-06,0.6610314964145504,0.2739600801554821,0.5416745805248784,0.873282060070204,4.2024300166333775e-08,0.20644827846733244,0.2661420819637749
5,0.5,0.5,1693596358.0830152,5,77264.31981043464,0.7260686493791959,8.900055515621278e-05,0.6758132360496913,0.85740583321263,3.752784554670441e-05,3.282354924304638e-08,1.4427465468577488e-05
6,0.6312266240985224,0.618761445332381,1693596358.3225539,11,5.5304839465120556e-05,0.730897935707903,0.0474614011126012,0.9718394753726798,0.5877013213327719,1.3311094266412297e-06,2.112399857432639e-07,1.22127065665337e-06
7,0.6363194852017793,0.6253544555533566,1693596358.579963,11,1.6084064829295514e-05,0.5550265793054414,0.0032478890969962347,0.7280609076116813,0.867245114472941,0.016197030993347145,0.016244347332379977,3.174872886389257e-07
8,0.642000333582186,0.6329921547986602,1693596358.7650428,6,3.6687166072637643e-07,0.5765127610106981,0.0017819387991359799,0.7145361736033544,0.8668310404191173,5.441460746504263e-08,6.135617784806894e-06,4.497153855645483e-07
9,0.6459923951049519,0.6327760407728682,1693596358.9364617,6,0.3390509640356293,0.819303964113748,0.00011752452963445593,0.7087888242114652,0.7334070902996495,6.771613407024368e-08,0.005043465803615394,1.928304552838876e-06
10,0.5,0.5,1693596359.1030915,1,0.006178663026172549,0.8141738358569429,0.0002489863073931721,0.8514354527228362,0.6406790816654921,86.18817817698385,0.0010339336814560488,54.95921909041294
11,0.6450440006152449,0.6347509698677734,1693596359.2932236,4,0.1563018806151248,0.9996996672016939,0.5600147250903833,0.8438382472736105,0.9997780966746972,1.751453679256853e-08,0.9658460446338055,1.0820636377041809e-07
12,0.6357827683384212,0.6216997453781724,1693596359.474487,3,0.02914704611193067,0.8438512992434754,0.04902490304855357,0.8387646177713194,0.7185200463954478,1.842293378768548e-08,40.111420363979356,8.004468538886753e-08
13,0.6305627046895556,0.618725028167075,1693596359.6566904,4,0.0006168368589896704,0.8425154096674168,0.8205808315573582,0.8057328296534784,0.5154762164856579,1.004167455205591e-08,0.0062152246161711186,3.90076911617139e-08
14,0.6446786177929105,0.6308894917681008,1693596359.8848786,8,2.0212081708933862e-08,0.9979725342382739,0.0006251152149377886,0.7832664841729048,0.781549129377758,9.424954441208491e-07,0.24156509896441866,1.7367279326716826e-08
15,0.6014530078534591,0.5903322949216573,1693596360.0561104,1,0.7774189048578849,0.8049116842785613,0.010706399364794315,0.897898720500307,0.9397517837047183,2.4416891444503955e-07,0.0003645664719897119,4.569924026668962e-06
16,0.6456319878923944,0.6331664793989202,1693596360.243484,4,0.0012789091012728715,0.9010998988723596,0.0004484738974029646,0.7571040439061164,0.690647116180066,1.0996744214918092e-08,1.0465940090837096,1.2350907573757142e-08
17,0.6474335912934617,0.6306192006538263,1693596360.4656825,8,0.0003879123158697865,0.8701316685712328,0.0003563913826635355,0.7630156457121102,0.6785171708126642,1.2152293927422943e-05,0.01566314469392751,3.925895772489014e-06
18,0.6418535530937585,0.6308849585593636,1693596360.6857588,8,0.0002497753619401098,0.7750237976102023,0.00010122868712294741,0.6065223690615231,0.6830610234550555,2.2179229801984173e-05,0.0008250885892718572,8.048039036935982e-05
19,0.6373478139442113,0.6269214424758769,1693596360.924664,9,0.02344102010271969,0.8792073152648805,0.0007604130927185167,0.729686026958556,0.7981846190127545,1.4047040637845078e-05,0.01483506547334009,3.451924683143124e-06
20,0.6458701681691206,0.6332504311617569,1693596361.1387305,7,7.454542703039635e-06,0.7758625942579773,0.00021488162515589305,0.7746621370179612,0.6453480210453897,0.00014413434136145652,0.00010390465802898337,0.0002477439825567265
21,0.6475793982930198,0.6323190024349041,1693596361.3523948,7,2.4434943759122355e-05,0.7696520902194111,0.00015422476721447943,0.7754443771212041,0.6267577461259999,0.00024079467152041996,8.41759898857533e-05,0.00034739574404794534
22,0.6443262148221685,0.6301233911449909,1693596361.5669897,7,0.00011993690638303812,0.8626464785325004,5.1449251242336155e-05,0.6988869884514426,0.7531475424972705,4.4898814034084185e-06,6.414805054469089e-05,1.4910296451314685e-05
23,0.6363959581607463,0.6267026831071969,1693596361.809065,10,0.0020578806683438844,0.8027295048835785,0.00019451599896831492,0.734943717651358,0.609061024121188,0.00039358432950753654,0.009041367228984111,0.0004212945921322761
24,0.644284462966212,0.6320652359735588,1693596362.0254812,7,5.399847972900484e-05,0.7572676260008337,2.5385765117600483e-05,0.7994891074111201,0.700200989064075,6.24909359910903e-05,0.0006730629433878779,2.165754210919202e-05
25,0.6444180472721868,0.6301505903974146,1693596362.2575233,9,9.449241438486025e-07,0.8259442099460714,0.001088747331623975,0.7539017766789226,0.6608757423359752,4.566053541782035e-06,5.285954577936106e-05,0.0025069012397369904
26,0.6439277333782726,0.634067434241845,1693596362.4532866,5,0.002402402723884169,0.8819280980738602,0.0001250616692717715,0.6930359111895206,0.7400901614332147,0.000859777091332996,0.003957858423566538,2.8082021183854706e-06
27,0.6455424269164048,0.6307856008789157,1693596362.662693,7,1.3794400419842387e-07,0.713596729096339,0.0004635100677998875,0.6089779498401056,0.5987835408223813,6.622778630746297e-06,0.0547875893270733,0.00011256646381220568
28,0.6453760684851583,0.6347794510044157,1693596362.8605857,5,5.7603331501871256e-06,0.7886968161955005,5.2103062991869146e-05,0.7613533104220042,0.6726026723174245,0.0001434827607981004,0.0021209012017032796,0.0005185097911029827
29,0.647950622048571,0.6330720161854896,1693596363.0697644,6,0.22950947193085722,0.8360406236915344,0.0003024255747308816,0.812517390990805,0.7176008615642034,1.841734296023841e-07,0.000437234330334737,3.6581457129337217e-07
30,0.6377096273073579,0.6250471529456383,1693596363.317893,10,0.009971688146221222,0.7547524322800339,0.00149903784296539,0.8047422325270946,0.6235916060089206,2.71069174995032e-07,7.36137047375268e-07,2.591496272549184e-07
