trial,score,test_score,time,max_depth,min_child_weight,subsample,eta,colsample_bylevel,colsample_bytree,gamma,lambda,alpha
0,0,0,1693534702.30880670,0,0,0,0,0,0,0,0,0
0,0.6193653688529334,0.6187591774642708,1693534702.5643287,6,1,1,0.3,1,1,1e-20,1,1e-20
1,0.6169558403576747,0.6101550514259071,1693534702.7880166,5,23.132278628720066,0.5000571874086724,0.00032483503450866756,0.5733779454085566,0.5461692973843989,7.287895114844963e-07,2.855007611568483e-05,9.282709131819133e-05
2,0.6158197658796235,0.6141043906876347,1693534703.0268922,6,0.0028153259748355144,0.8426097501983798,0.00010525948689799706,0.9390587181954727,0.5136937965989631,0.0506611567427365,0.00014895257782642692,0.0038627649714580445
3,0.6247284238889753,0.6199111692329307,1693534703.234501,2,3.7611387766590733e-06,0.9003722843377684,0.6939175614145937,0.6567120890796214,0.846161307834657,5.806193736857094,8.832154042762644,7.086668432729122e-08
4,0.5529205928456867,0.5546253088651594,1693534703.4322941,1,1.613598399141702e-06,0.9390712517147066,3.1026598745141294e-05,0.7105538125025261,0.978944765075251,0.002146114306792388,0.08294135756246057,1.4294083346067351e-05
5,0.5,0.5,1693534703.629384,8,708.1638195550685,0.5091441386720958,0.05632764247197713,0.9944305444532473,0.8740828271899197,6.3744089274568356e-06,0.7812558539177495,1.0771100194259757e-07
6,0.5,0.5,1693534703.8212562,5,6482.485293956237,0.6468070741868397,0.00027471140679557234,0.5650142860591388,0.5096834789351485,0.06142643761017295,1.3070167701871164e-06,4.523416665126919e-06
7,0.6211438240017636,0.6154645798725126,1693534704.0707989,6,4.9398423208816553e-08,0.7870588027460066,5.415553798809469e-05,0.7946527684516421,0.8498791800104656,1.0552230962330523e-07,0.00013821649582619356,0.08790257092843247
8,0.6089003066154615,0.6080683982301585,1693534704.3082764,5,4.460617319357048e-08,0.7679482029577558,0.020843623798933626,0.7574445560291543,0.9722973779954067,0.007337538703063878,10.814816448124349,2.3699928809284863e-07
9,0.5828191171775352,0.5851086937540031,1693534704.5076652,2,313.39116815865873,0.6988384184927667,6.710748849223313e-05,0.963754290198017,0.6738829298727533,0.3221966579962527,0.18196164464280448,6.808648468304278
10,0.61396759053739,0.606690031293533,1693534704.7884977,11,0.0004054019617013688,0.8995894593461367,0.8675228225733036,0.507966971278504,0.7459316328963278,12.963751874737467,85.88230327239138,3.064387235461631e-08
11,0.603590582975372,0.6005569537839129,1693534705.0236914,3,1.8849237455114096e-08,0.814676719472835,0.0024806122954288577,0.7448131604140937,0.8343719901193208,13.875085028526374,0.003098992030863682,0.045526442188312796
12,0.6142199130351013,0.6122768267397332,1693534705.3304932,8,1.2798816948115015e-05,0.8588815493522404,1.7810277798168147e-05,0.8165209752266892,0.862535918654845,0.00010391670021539375,1.0415345544776911e-08,0.16230987819867862
